message_id,sender,date,text,views,replies,channel
20044118,210944655,2026-08-24 03:36:40+00:00,"🔸**Binance English  Admins & Angels: **
@melekbinance, @Ribka7, @Naralion , @ReGulus18, @QuakeBNB, @RACNUTA_BNB, @Sayedbinance, @Aminukano, @amanbinance, @BNB_ANGEL, @gajender_BNB , @dilipbinance,",,,binanceexchange
20044117,6753988569,2026-08-24 03:36:39+00:00,#admin,,,binanceexchange
20044116,6753988569,2026-08-24 03:36:24+00:00,Soon bro,,,binanceexchange
20044115,6244862584,2026-08-24 03:35:48+00:00,Good morning,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044114,2062079827,2026-08-24 03:33:09+00:00,Good morning,,,binanceexchange
20044113,210944655,2026-08-24 03:33:04+00:00,"👩🏼‍💻 ........... ....…......, are you searching for **Customer Support?**

ℹ️ If you encounter problems while using Binance services, you can seek solutions on Binance Live Chat by clicking [HERE ](https://binance.com/en/chat?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot)or from the mobile app. The AI bot will suggest solutions based on the information that you provide. 

ℹ️ **To Talk to CS Agent (Human Operator).
**
**Click ""Unsolved"" after bot gave an answer, followed by ""Not relevant"" button and then you get the option ""Transfer to Customer Service""**

ℹ️ You can also search for answers by visiting the [Binance FAQ](https://www.binance.com/en/support/faq?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot) page in English; if you still cannot find a solution, please contact a live operator via Binance Live Chat using the guide from [HERE](https://www.binance.com/en/support/faq/how-to-use-binance-support-7b0fd3ccb821483a99ff8f5cda374ee9?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot).

⚠️ Ignore any form of private messages, administrators or angels will NEVER contact you via a private message. Choosing to answer any **private messages** represents a high **security risk**. Block and ignore any requests!",,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044112,2062079827,2026-08-24 03:33:03+00:00,"Please ask in #Support for assistance. Note that there is no official support on Telegram, so be cautious of scams and avoid engaging with unsolicited messages or sharing any personal information.",,,binanceexchange
20044111,6913278195,2026-08-24 03:25:11+00:00,Good morning,,"MessageReplies(replies=1, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=20044114, read_max_id=None)",binanceexchange
20044110,5159062569,2026-08-24 03:20:18+00:00,"It has now been almost **two months**, and I have fully provided all the requested **videos, photos, ID verification, wallet-control evidence, and transaction details**.
Please tell me clearly: **what exactly do you still need from me?** I have continued providing everything requested, but each time there seems to be another requirement.
I am ready to cooperate, but I need to know specifically **what is still missing so this recovery case can finally be resolved.**",,"MessageReplies(replies=3, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=20044118, read_max_id=None)",binanceexchange
20044109,5159062569,2026-08-24 03:19:05+00:00,"Hello Binance Support, it has now been almost two months since I started requesting help with my asset recovery. I have fully cooperated and provided all the requested videos, photos, ID verification, wallet evidence, and transaction details.

I understand the need for security checks, but after two months of repeatedly providing evidence, I would really appreciate a clear explanation of what is still missing and why my case has not yet been resolved.

Please review everything I have already submitted and help bring this case to a resolution. Thank you.",,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044108,5159062569,2026-08-24 03:16:59+00:00,"Hello Binance Support Team,

I need some clarification regarding my ongoing asset recovery case.

I have been cooperating fully and have already provided my ID card, TxID, transaction details, source wallet address, destination Binance hot-wallet address, and the requested video showing my control/access to the source wallet using Electrum. I have also provided the Electrum download information requested by support.

My concern is: why do I keep being asked for more and more evidence when I have already provided extensive information to establish my identity and control of the wallet?

I completely understand that Binance must follow strict security procedures before recovering assets. However, I would appreciate it if someone could clearly explain what exactly is still missing or has not yet been verified.

I am willing to cooperate with any legitimate verification requirement, but I would like the review team to consider all the evidence I have already submitted and tell me specifically what additional verification is necessary and why.

For security reasons, I will not share my private key or seed phrase with anyone, including through Telegram.

Thank you. I would appreciate assistance from an official Binance representative regarding this case.",,"MessageReplies(replies=2, replies_pts=29768115, comments=False, recent_repliers=[], channel_id=None, max_id=20044226, read_max_id=None)",binanceexchange
20044105,2086418073,2026-08-24 03:11:34+00:00,"Winner will be announced soon, keep eye on announcement channel💛",,,binanceexchange
20044104,2086418073,2026-08-24 03:11:04+00:00,Good Morning,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044102,7452920805,2026-08-24 03:10:47+00:00,When will the winners be announced?,,,binanceexchange
20044100,5248603048,2026-08-24 03:08:58+00:00,Good morning,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044099,6662527143,2026-08-24 02:35:35+00:00,Good morning everyone,,"MessageReplies(replies=0, replies_pts=29768115, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044098,1973183312,2026-08-24 02:33:03+00:00,Thank you guys,,,binanceexchange
20044097,884797251,2026-08-24 02:32:15+00:00,Banned from here. If you reported it will help i just did so as well,,,binanceexchange
20044092,6311741493,2026-08-24 02:11:00+00:00,"What he does with you , write it on the report",,,binanceexchange
20044091,1973183312,2026-08-24 02:10:01+00:00,"I see.

What should I write in the report?",,,binanceexchange
20044090,6216549680,2026-08-24 02:09:37+00:00,.,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044089,6311741493,2026-08-24 02:08:38+00:00,You can see 3dot icon at your screen in top right corner click on it you can see a report option tap on it and simply report him,,,binanceexchange
20044088,1973183312,2026-08-24 02:06:52+00:00,How report?,,,binanceexchange
20044087,6311741493,2026-08-24 02:05:28+00:00,Just report & block him . Stay Safu,,,binanceexchange
20044081,1973183312,2026-08-24 01:04:00+00:00,"CraigJonesGroupIBxL11
This id is a fake account",,"MessageReplies(replies=7, replies_pts=29768115, comments=False, recent_repliers=[], channel_id=None, max_id=20044098, read_max_id=None)",binanceexchange
20044080,1973183312,2026-08-24 01:03:43+00:00,Damn,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044079,210944655,2026-08-24 01:03:40+00:00,`1973183312` might be spamming with codes.,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044077,210944655,2026-08-24 01:03:23+00:00,`1973183312` might be spamming with codes.,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044075,1973183312,2026-08-24 01:02:47+00:00,Can you show me?,,,binanceexchange
20044074,6841656568,2026-08-24 01:02:03+00:00,Go to their profile tap the three dots in the top right and select Report,,,binanceexchange
20044073,1973183312,2026-08-24 00:57:55+00:00,Only a fake account,,"MessageReplies(replies=2, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=20044075, read_max_id=None)",binanceexchange
20044072,1973183312,2026-08-24 00:57:37+00:00,No,,,binanceexchange
20044071,6841656568,2026-08-24 00:57:16+00:00,Is the fake account one of the group members?,,,binanceexchange
20044070,1973183312,2026-08-24 00:55:31+00:00,How can i report a fake account???,,,binanceexchange
20044069,869562253,2026-08-24 00:54:47+00:00,"Good evening or good morning, depending on the time zone.",,"MessageReplies(replies=3, replies_pts=29768115, comments=False, recent_repliers=[], channel_id=None, max_id=20044072, read_max_id=None)",binanceexchange
20044068,210944655,2026-08-24 00:54:32+00:00,"ORG X4  **__You Can Start From our Academy for free following the links below! 🎓📚__**

🏷️ [Welcome to Crypto](https://academy.binance.com/en/start-here/?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot)

📚 [Tutorials](https://academy.binance.com/en/articles/tags/tutorials?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot)

📈 [Technical Analysis](https://academy.binance.com/en/articles/tags/technical-analysis?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot)

👛 [Wallets](https://academy.binance.com/en/articles/tags/wallet?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot)

🎖 [Essentials](https://academy.binance.com/en/articles/tags/essentials?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot)

🎓 [Beginner Track](https://academy.binance.com/en/track/beginner-track?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot)

**__Remember to do your own research and consider your investment goals before making any decisions. 🫵__**

Stay **__#SAFU__****__.__**",,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044067,6841656568,2026-08-24 00:54:30+00:00,#academy,,,binanceexchange
20044066,1973183312,2026-08-24 00:54:02+00:00,Scammer?,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044065,1973183312,2026-08-24 00:53:54+00:00,How can i report a fake account?,,"MessageReplies(replies=1, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=20044230, read_max_id=None)",binanceexchange
20044062,8206310011,2026-08-24 00:47:48+00:00,Can someone explain to me how to get coins?,,"MessageReplies(replies=2, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=20044231, read_max_id=None)",binanceexchange
20044061,1376150713,2026-08-24 00:24:04+00:00,good morning,,"MessageReplies(replies=0, replies_pts=29768115, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044060,1851847824,2026-08-24 00:06:19+00:00,Good morning all 🍀,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044059,6817198094,2026-08-24 00:03:06+00:00,GM!,,"MessageReplies(replies=0, replies_pts=29768115, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044052,6841656568,2026-08-23 23:18:42+00:00,I'm definitely a night owl  🦉,,,binanceexchange
20044051,605149298,2026-08-23 22:58:32+00:00,BTC correction,,"MessageReplies(replies=0, replies_pts=29768115, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044050,8846528117,2026-08-23 22:57:53+00:00,Olá pessoal ✌️😎,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044049,1011520149,2026-08-23 22:53:32+00:00,😁,,,binanceexchange
20044048,1498807088,2026-08-23 22:46:42+00:00,Sleeping time bro😂,,,binanceexchange
20044047,1498807088,2026-08-23 22:46:32+00:00,,,"MessageReplies(replies=2, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=20044052, read_max_id=None)",binanceexchange
20044046,1498807088,2026-08-23 22:46:28+00:00,Lol😂😂,,,binanceexchange
20044045,1498807088,2026-08-23 22:46:20+00:00,Good night 😎,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044043,1124310330,2026-08-23 22:42:34+00:00,Hi fam,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044040,7828631016,2026-08-23 22:41:38+00:00,Good morning! Happy monday 💛,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044039,6841656568,2026-08-23 22:30:01+00:00,,,,binanceexchange
20044037,8846528117,2026-08-23 22:15:15+00:00,Olá pessoal,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044033,6265943875,2026-08-23 21:36:30+00:00,What is going on here,,"MessageReplies(replies=0, replies_pts=29768115, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044029,7891116297,2026-08-23 21:32:20+00:00,What is going on here,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044028,6283677931,2026-08-23 21:14:41+00:00,,,"MessageReplies(replies=5, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=20044234, read_max_id=None)",binanceexchange
20044027,210944655,2026-08-23 20:49:48+00:00,"Ruslan Anderson, we also have a group dedicated to [Binance Russia](https://t.me/BinanceRussianSpeaking).",,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044024,6283677931,2026-08-23 20:44:54+00:00,,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044023,8248823111,2026-08-23 20:28:41+00:00,😁,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044022,6283677931,2026-08-23 20:16:28+00:00,,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044021,210944655,2026-08-23 20:15:12+00:00,`804863336` might be spamming with codes.,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044019,2056772993,2026-08-23 20:15:05+00:00,"Ribka, how is your city? 

I mean, what sound can you hear currently?",,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044018,8604907585,2026-08-23 20:09:17+00:00,"Okay, thanks",,,binanceexchange
20044017,611740329,2026-08-23 20:08:15+00:00,I removed the screen shot from here so nobody else can use it,,"MessageReplies(replies=1, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=20044018, read_max_id=None)",binanceexchange
20044016,611740329,2026-08-23 20:07:34+00:00,,,,binanceexchange
20044015,8604907585,2026-08-23 20:07:15+00:00,"Yes, it's the same.",,,binanceexchange
20044014,611740329,2026-08-23 20:06:43+00:00,Noted ✅️ is the buid the same like you send before ?,,,binanceexchange
20044011,611740329,2026-08-23 19:59:43+00:00,Im not allowed to message first. You can place it here I will check it,,,binanceexchange
20044010,611740329,2026-08-23 19:59:05+00:00,Same boat 🚢,,,binanceexchange
20044009,8604907585,2026-08-23 19:58:24+00:00,Good evening. I'm having trouble sending a DM about the screenshot of this week's Kahoot. It says you should message me first.,,,binanceexchange
20044008,918503070,2026-08-23 19:44:56+00:00,,,,binanceexchange
20044007,8521292758,2026-08-23 19:43:46+00:00,,,,binanceexchange
20044005,6283677931,2026-08-23 19:41:06+00:00,,,,binanceexchange
20044004,8521292758,2026-08-23 19:40:55+00:00,Wow really? Here it's becoming rarer,,,binanceexchange
20044003,7875965951,2026-08-23 19:40:50+00:00,,,,binanceexchange
20044002,2065947646,2026-08-23 19:40:25+00:00,😢,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20044001,2065947646,2026-08-23 19:40:20+00:00,I’ve never seen snow; it has never snowed in my city.,,,binanceexchange
20044000,6283677931,2026-08-23 19:38:34+00:00,,,,binanceexchange
20043999,7875965951,2026-08-23 19:37:35+00:00,,,,binanceexchange
20043998,8521292758,2026-08-23 19:37:08+00:00,"Ohh great, enjoy the snow and christmas 🐇",,,binanceexchange
20043997,6283677931,2026-08-23 19:37:00+00:00,,,,binanceexchange
20043996,8521292758,2026-08-23 19:36:48+00:00,,,,binanceexchange
20043995,2065947646,2026-08-23 19:35:44+00:00,"all fine here, in winter 😊",,,binanceexchange
20043994,7875965951,2026-08-23 19:35:43+00:00,I'm completely relaxed,,,binanceexchange
20043993,8521292758,2026-08-23 19:34:29+00:00,How are you? How's paradize?,,,binanceexchange
20043992,8521292758,2026-08-23 19:34:12+00:00,,,,binanceexchange
20043991,2065947646,2026-08-23 19:34:09+00:00,,,,binanceexchange
20043990,8521292758,2026-08-23 19:33:48+00:00,Henlo,,,binanceexchange
20043988,7517999918,2026-08-23 19:29:56+00:00,Wher you from,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043985,7517999918,2026-08-23 19:28:16+00:00,Ok,,,binanceexchange
20043983,7517999918,2026-08-23 19:27:58+00:00,Good pice,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043981,6964874762,2026-08-23 19:27:35+00:00,Token not found,,,binanceexchange
20043976,7517999918,2026-08-23 19:26:46+00:00,Bnb,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043973,7517999918,2026-08-23 19:25:49+00:00,Yes,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043969,918503070,2026-08-23 19:21:55+00:00,Binance 😉,,,binanceexchange
20043968,6283677931,2026-08-23 19:19:49+00:00,,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043966,6479261516,2026-08-23 19:17:24+00:00,Hey everyone,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043964,8680910806,2026-08-23 19:17:16+00:00,Bro I am blocking instantly scammers,,,binanceexchange
20043963,1581203887,2026-08-23 19:15:42+00:00,Whose bibi 😂,,,binanceexchange
20043962,918503070,2026-08-23 19:10:28+00:00,"I liked BIBI too much 
I hope it comes to me soon 💓",,,binanceexchange
20043961,2065947646,2026-08-23 19:09:48+00:00,,,,binanceexchange
20043960,918503070,2026-08-23 19:09:23+00:00,,,,binanceexchange
20043959,1302623431,2026-08-23 19:08:24+00:00,Congratulations 🎊,,,binanceexchange
20043958,2065947646,2026-08-23 19:05:51+00:00,,,,binanceexchange
20043955,918503070,2026-08-23 19:05:08+00:00,🆒,,,binanceexchange
20043954,2065947646,2026-08-23 19:04:50+00:00,,,,binanceexchange
20043953,918503070,2026-08-23 19:04:20+00:00,How is your trading going on,,,binanceexchange
20043951,918503070,2026-08-23 19:03:21+00:00,"@RACNUTA_BNB sir ....
You're not present at that time thou....",,,binanceexchange
20043950,2065947646,2026-08-23 19:01:33+00:00,,,"MessageReplies(replies=18, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=20044008, read_max_id=None)",binanceexchange
20043949,918503070,2026-08-23 19:01:16+00:00,Need your gif reaction rn,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043948,918503070,2026-08-23 19:00:54+00:00,,,,binanceexchange
20043947,918503070,2026-08-23 19:00:36+00:00,,,,binanceexchange
20043946,2065947646,2026-08-23 18:51:07+00:00,,,"MessageReplies(replies=3, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=20043964, read_max_id=None)",binanceexchange
20043945,8680910806,2026-08-23 18:47:36+00:00,Ok,,,binanceexchange
20043944,2065947646,2026-08-23 18:47:04+00:00,@ashu_antil9630 👆,,,binanceexchange
20043941,6283677931,2026-08-23 18:44:59+00:00,@RACNUTA_BNB,,,binanceexchange
20043940,210944655,2026-08-23 18:44:19+00:00,"@amanbinance @Aminukano @BNB_ANGEL   @dilipbinance @gajender_BNB   @Kerrbox @Naralion  @QuakeBNB @ReGulus18 @Ribka7  @RACNUTA_BNB @catloverS4

⚠️ **WARNING** - Do **NOT** engage with the user **[Vyukem] - [**`1503315717`**]**, wait for moderators intervention.",,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043939,6283677931,2026-08-23 18:44:18+00:00,/report,,,binanceexchange
20043938,210944655,2026-08-23 18:44:14+00:00,"🔸**Binance English  Admins & Angels: **
@melekbinance, @Ribka7, @Naralion , @ReGulus18, @QuakeBNB, @RACNUTA_BNB, @Sayedbinance, @Aminukano, @amanbinance, @BNB_ANGEL, @gajender_BNB , @dilipbinance,",,,binanceexchange
20043937,6283677931,2026-08-23 18:44:12+00:00,#admin,,,binanceexchange
20043935,8041302808,2026-08-23 18:43:30+00:00,Thanks guys. I appreciate your consideration,,,binanceexchange
20043934,8680910806,2026-08-23 18:39:19+00:00,Bro How to use binance Kryptomate,,,binanceexchange
20043933,8680910806,2026-08-23 18:38:22+00:00,Hmm bro,,,binanceexchange
20043932,6283677931,2026-08-23 18:35:48+00:00,,,"MessageReplies(replies=3, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=20043938, read_max_id=None)",binanceexchange
20043931,1581203887,2026-08-23 18:34:37+00:00,Seeing u here 😁,,,binanceexchange
20043930,8688583573,2026-08-23 18:34:25+00:00,"If you want to learn trade, you first need to lay the foundations of this business. You should improve yourself in areas such as following the markets and reading charts. Patience is one of the most important virtues in this business, acting hastily usually results in loss. You have to create your own strategy and stick to it. Risk management is also a must, you should always remember to stop loss. You have to be open to continuous learning, because the markets are constantly changing. As you start small and gain experience,",,,binanceexchange
20043929,8680910806,2026-08-23 18:34:13+00:00,Yeah,,,binanceexchange
20043928,1581203887,2026-08-23 18:33:43+00:00,What a surprise 😁,,,binanceexchange
20043927,8680910806,2026-08-23 18:33:21+00:00,3670+ messages 😂😂,,"MessageReplies(replies=4, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=20043933, read_max_id=None)",binanceexchange
20043925,2065947646,2026-08-23 18:28:34+00:00,@Hamson42 check here,,,binanceexchange
20043923,8041302808,2026-08-23 18:27:58+00:00,Can you help me through all,,,binanceexchange
20043922,6283677931,2026-08-23 18:26:45+00:00,,,,binanceexchange
20043921,1203025138,2026-08-23 18:26:35+00:00,Learn first,,,binanceexchange
20043920,210944655,2026-08-23 18:26:15+00:00,"Hamson Kwesiga  **__You Can Start From our Academy for free following the links below! 🎓📚__**

🏷️ [Welcome to Crypto](https://academy.binance.com/en/start-here/?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot)

📚 [Tutorials](https://academy.binance.com/en/articles/tags/tutorials?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot)

📈 [Technical Analysis](https://academy.binance.com/en/articles/tags/technical-analysis?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot)

👛 [Wallets](https://academy.binance.com/en/articles/tags/wallet?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot)

🎖 [Essentials](https://academy.binance.com/en/articles/tags/essentials?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot)

🎓 [Beginner Track](https://academy.binance.com/en/track/beginner-track?ref=UE06QWNK&utm_source=EnglishTelegram&utm_medium=GlobalCommunity&utm_campaign=InfoBot)

**__Remember to do your own research and consider your investment goals before making any decisions. 🫵__**

Stay **__#SAFU__****__.__**",,"MessageReplies(replies=4, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=20043945, read_max_id=None)",binanceexchange
20043919,6283677931,2026-08-23 18:26:14+00:00,#Academy,,,binanceexchange
20043918,6283677931,2026-08-23 18:26:02+00:00,,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043917,1293744625,2026-08-23 18:25:52+00:00,I am back after 4 years. What is the hottest meme coin in the market now?,,"MessageReplies(replies=1, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=20043922, read_max_id=None)",binanceexchange
20043916,8041302808,2026-08-23 18:24:29+00:00,I want to trade,,"MessageReplies(replies=5, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=20044233, read_max_id=None)",binanceexchange
20043915,210944655,2026-08-23 18:22:47+00:00,"@amanbinance @Aminukano @BNB_ANGEL   @dilipbinance @gajender_BNB   @Kerrbox @Naralion  @QuakeBNB @ReGulus18 @Ribka7  @RACNUTA_BNB @catloverS4

⚠️ **WARNING** - Do **NOT** engage with the user **[snow man] - [**`6542926505`**]**, wait for moderators intervention.",,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043914,5146759073,2026-08-23 18:21:46+00:00,/report,,,binanceexchange
20043910,8043278889,2026-08-23 18:18:45+00:00,👍,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043909,6283677931,2026-08-23 18:18:14+00:00,,,"MessageReplies(replies=0, replies_pts=29768117, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043904,8043278889,2026-08-23 18:10:43+00:00,👍,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043903,6283677931,2026-08-23 18:08:39+00:00,,,,binanceexchange
20043902,8105227793,2026-08-23 18:08:02+00:00,Good night everyone,,"MessageReplies(replies=0, replies_pts=29768118, comments=False, recent_repliers=[], channel_id=None, max_id=None, read_max_id=None)",binanceexchange
20043901,5926562042,2026-08-23 18:07:55+00:00,This is what happens when your portfolio goes -90% and your only support system is a friend with a mug 😂,,,binanceexchange
20043900,2065947646,2026-08-23 18:07:39+00:00,,,,binanceexchange
20043899,6283677931,2026-08-23 18:03:31+00:00,,,,binanceexchange
20043898,7333337954,2026-08-23 18:01:49+00:00,Hi,,,binanceexchange
20043897,5565785441,2026-08-23 18:01:13+00:00,U are Rich 💰,,,binanceexchange
20043893,6755663673,2026-08-23 17:54:46+00:00,,,,binanceexchange
20043892,6283677931,2026-08-23 17:53:02+00:00,,,,binanceexchange
20043891,6755663673,2026-08-23 17:50:29+00:00,I don’t  find ur name... I Can't  find my name too 😁,,,binanceexchange
20043890,6283677931,2026-08-23 17:49:51+00:00,where is my name 🫢😂😂,,,binanceexchange
